team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CHI,2021,CHI,CHI,Team Level,4on5,82,0.11,0.11,0.13,21019.0,51.68,4.82,2.55,6.97,1.48,16.66,37.5,4.74,4.82,4.74,60.0,10.0,5.0,75.0,2.0,1.0,1.0,7.0,0.0,12.0,48.0,58.0,68.0,8.0,16.0,162.0,75.0,48.0,56.0,51.0,13.0,6.0,1.7,1.55,1.57,0.0,1.0,1.0,75.0,70.0,70.0,52.0,0.57,0.23,0.23,5.17,5.17,5.14,333.61,40.11,29.15,70.74,11.04,204.75,107.22,37.7,40.11,37.7,342.0,121.0,170.0,633.0,48.0,33.0,8.0,56.0,8.0,178.0,140.0,294.0,415.0,14.0,28.0,184.0,37.0,13.0,42.0,335.0,72.0,56.0,8.58,8.82,22.7,12.0,8.0,28.0,633.0,463.0,463.0,6.0,7.36,9.16,8.93,38.54,38.54,36.96
CHI,2021,CHI,CHI,Team Level,5on4,82,0.89,0.86,0.83,24136.0,316.36,39.66,27.63,61.44,10.26,200.62,102.38,37.14,39.66,37.14,341.0,101.0,152.0,594.0,42.0,18.0,3.0,75.0,20.0,166.0,121.0,299.0,400.0,15.0,35.0,254.0,31.0,27.0,50.0,316.0,84.0,42.0,8.62,9.71,21.33,7.0,12.0,23.0,594.0,442.0,442.0,8.0,7.0,5.78,5.67,40.99,40.99,39.19,63.75,5.15,3.22,9.37,1.94,21.2,47.13,5.12,5.15,5.12,74.0,14.0,12.0,100.0,6.0,2.0,0.0,2.0,1.0,18.0,59.0,68.0,82.0,8.0,21.0,172.0,78.0,66.0,49.0,70.0,14.0,4.0,2.36,1.73,1.06,4.0,2.0,0.0,100.0,88.0,88.0,49.0,0.73,0.63,0.63,5.26,5.26,5.23
TOR,2021,TOR,TOR,Team Level,other,82,0.54,0.5,0.5,10626.0,150.91,35.25,11.11,25.64,4.84,75.49,51.66,32.91,35.25,32.91,146.0,58.0,48.0,252.0,34.0,14.0,6.0,18.0,2.0,68.0,68.0,112.0,170.0,4.0,8.0,128.0,25.0,27.0,33.0,88.0,65.0,51.0,4.03,8.28,22.94,5.0,5.0,24.0,252.0,204.0,204.0,21.0,3.22,4.4,4.4,34.08,34.08,32.5,148.79,29.92,11.17,26.44,4.76,80.9,50.8,27.47,29.92,27.47,156.0,48.0,53.0,257.0,26.0,13.0,1.0,31.0,3.0,74.0,57.0,130.0,178.0,5.0,10.0,111.0,56.0,25.0,27.0,109.0,57.0,38.0,4.62,7.04,18.27,4.0,8.0,14.0,257.0,204.0,204.0,16.0,3.25,4.51,4.61,28.57,28.57,27.23
TOR,2021,TOR,TOR,Team Level,all,82,0.56,0.54,0.54,298110.0,2842.65,294.76,207.29,627.1,91.77,1563.1,1119.99,281.84,297.35,284.32,2835.0,1069.0,1187.0,5091.0,312.0,207.0,41.0,614.0,96.0,1254.0,1421.0,2523.0,3592.0,273.0,592.0,2636.0,1746.0,736.0,867.0,2690.0,922.0,292.0,81.98,112.88,99.9,104.0,105.0,103.0,5163.9,3904.0,3948.96,519.0,45.89,48.5,48.5,292.15,294.61,286.85,2445.06,230.21,171.2,554.83,79.24,1351.96,993.56,221.11,229.63,220.54,2512.0,869.0,972.0,4353.0,252.0,172.0,39.0,633.0,89.0,999.0,1236.0,2260.0,3129.0,283.0,604.0,2152.0,2326.0,668.0,910.0,2463.0,711.0,207.0,74.05,85.82,70.34,77.0,98.0,77.0,4301.29,3381.0,3350.32,587.0,37.78,40.09,40.09,227.89,226.96,222.48
TOR,2021,TOR,TOR,Team Level,5on5,82,0.55,0.54,0.53,245195.0,2233.71,203.45,155.93,516.26,72.14,1232.24,890.99,196.36,206.04,198.83,2233.0,838.0,1004.0,4075.0,208.0,151.0,24.0,512.0,69.0,984.0,1147.0,2025.0,2863.0,246.0,538.0,2094.0,1621.0,629.0,733.0,2182.0,721.0,168.0,68.46,88.6,46.39,87.0,77.0,44.0,4147.9,3071.0,3115.96,440.0,32.43,33.79,33.79,202.09,204.55,200.83,1958.81,165.47,131.21,458.77,63.37,1080.88,811.31,160.19,164.89,159.63,1993.0,718.0,822.0,3533.0,182.0,123.0,32.0,524.0,72.0,799.0,1011.0,1811.0,2529.0,253.0,544.0,1646.0,2175.0,570.0,764.0,2026.0,552.0,133.0,61.26,66.09,38.12,62.0,74.0,46.0,3481.29,2711.0,2680.32,520.0,27.19,27.96,27.87,164.79,163.86,161.52
TOR,2021,TOR,TOR,Team Level,4on5,82,0.27,0.22,0.24,21979.0,93.98,10.69,5.21,12.6,2.85,28.84,63.83,10.53,10.69,10.53,96.0,28.0,12.0,136.0,12.0,3.0,0.0,8.0,2.0,18.0,81.0,84.0,112.0,4.0,8.0,186.0,71.0,67.0,57.0,75.0,34.0,15.0,2.32,4.21,4.15,3.0,4.0,5.0,136.0,124.0,124.0,54.0,1.19,0.78,0.78,11.1,11.1,10.99,279.29,29.29,25.75,60.8,9.1,171.69,90.36,28.18,29.29,28.18,294.0,93.0,87.0,474.0,41.0,32.0,6.0,71.0,14.0,110.0,119.0,253.0,346.0,12.0,24.0,226.0,44.0,26.0,71.0,271.0,87.0,29.0,6.36,10.82,12.11,9.0,16.0,16.0,474.0,387.0,387.0,7.0,6.64,6.55,6.55,29.38,29.38,28.69
TOR,2021,TOR,TOR,Team Level,5on4,82,0.89,0.88,0.86,20310.0,364.05,45.37,35.05,72.6,11.94,226.54,113.51,42.05,45.37,42.05,360.0,145.0,123.0,628.0,58.0,39.0,11.0,76.0,23.0,184.0,125.0,302.0,447.0,19.0,38.0,228.0,29.0,13.0,44.0,345.0,102.0,58.0,7.16,11.79,26.42,9.0,19.0,30.0,628.0,505.0,505.0,4.0,9.06,9.55,9.55,44.88,44.88,42.52,58.18,5.52,3.07,8.83,2.01,18.49,41.09,5.26,5.52,5.26,69.0,10.0,10.0,89.0,3.0,4.0,0.0,7.0,0.0,16.0,49.0,66.0,76.0,13.0,26.0,169.0,51.0,47.0,48.0,57.0,15.0,7.0,1.81,1.87,1.85,2.0,0.0,1.0,89.0,79.0,79.0,44.0,0.71,1.07,1.07,5.15,5.15,5.04
MIN,2021,MIN,MIN,Team Level,other,82,0.53,0.55,0.55,14303.0,199.39,42.08,14.3,36.19,6.6,112.22,68.67,40.08,42.08,40.08,216.0,65.0,89.0,370.0,51.0,12.0,4.0,41.0,8.0,86.0,83.0,165.0,230.0,8.0,16.0,163.0,56.0,27.0,20.0,162.0,61.0,58.0,6.46,7.53,28.08,15.0,9.0,27.0,370.0,281.0,281.0,7.0,4.33,4.76,4.76,41.58,41.58,40.09,161.65,38.08,11.07,29.02,5.57,85.49,58.82,35.98,38.08,35.98,157.0,72.0,71.0,300.0,34.0,9.0,2.0,27.0,6.0,80.0,73.0,123.0,195.0,10.0,20.0,188.0,41.0,31.0,34.0,127.0,48.0,54.0,5.12,6.19,26.76,8.0,4.0,22.0,300.0,229.0,229.0,18.0,3.1,2.59,2.59,38.53,38.53,36.69
MIN,2021,MIN,MIN,Team Level,all,82,0.51,0.51,0.51,299798.0,2583.85,253.83,181.41,578.72,83.49,1448.71,1041.92,244.35,256.02,246.47,2669.0,920.0,1142.0,4731.0,305.0,192.0,42.0,603.0,84.0,1165.0,1240.0,2364.0,3284.0,337.0,792.0,2294.0,1846.0,490.0,571.0,2655.0,696.0,238.0,80.79,84.67,88.38,112.0,101.0,92.0,4795.52,3589.0,3623.54,274.0,40.59,43.36,43.44,250.92,252.96,246.75,2517.28,243.25,173.7,574.21,81.32,1417.99,1024.61,230.85,242.43,230.06,2577.0,939.0,1115.0,4631.0,249.0,169.0,37.0,596.0,94.0,1062.0,1346.0,2328.0,3267.0,341.0,790.0,2521.0,1827.0,497.0,586.0,2642.0,634.0,240.0,74.32,77.15,91.79,71.0,79.0,99.0,4593.12,3516.0,3499.62,338.0,38.5,40.41,40.41,241.27,240.14,233.01
MIN,2021,MIN,MIN,Team Level,5on5,82,0.53,0.51,0.51,236479.0,1983.55,161.91,133.82,461.89,63.77,1102.96,823.65,157.25,164.1,159.38,2037.0,711.0,881.0,3629.0,207.0,148.0,30.0,477.0,60.0,888.0,968.0,1830.0,2541.0,301.0,715.0,1696.0,1691.0,401.0,466.0,2084.0,537.0,127.0,62.66,64.81,34.43,89.0,78.0,40.0,3693.52,2748.0,2782.54,237.0,27.64,30.2,30.27,159.27,161.32,158.7,1881.93,141.79,123.63,451.86,60.43,1062.15,783.16,137.59,140.96,136.8,1916.0,707.0,859.0,3482.0,150.0,112.0,19.0,480.0,69.0,760.0,1052.0,1766.0,2473.0,299.0,703.0,1864.0,1668.0,401.0,475.0,2060.0,459.0,104.0,56.54,56.3,28.94,55.0,63.0,32.0,3444.12,2623.0,2606.62,287.0,25.41,23.2,23.3,143.88,142.76,140.51
MIN,2021,MIN,MIN,Team Level,4on5,82,0.07,0.1,0.12,24967.0,54.41,4.22,2.74,7.75,1.69,18.28,40.32,4.18,4.22,4.18,56.0,19.0,10.0,85.0,2.0,0.0,0.0,6.0,1.0,19.0,47.0,54.0,73.0,7.0,14.0,202.0,63.0,44.0,25.0,57.0,17.0,1.0,1.64,2.16,0.41,0.0,2.0,0.0,85.0,75.0,75.0,21.0,0.64,0.0,0.0,4.86,4.86,4.79,400.82,56.75,35.37,83.31,13.21,247.04,130.32,50.73,56.75,50.73,419.0,147.0,169.0,735.0,60.0,48.0,16.0,80.0,16.0,201.0,161.0,359.0,506.0,14.0,28.0,244.0,27.0,14.0,48.0,386.0,108.0,72.0,10.82,12.56,33.35,6.0,11.0,43.0,735.0,566.0,566.0,5.0,9.16,14.63,14.53,51.37,51.37,48.45
MIN,2021,MIN,MIN,Team Level,5on4,82,0.87,0.85,0.83,24049.0,346.5,45.63,30.53,72.89,11.41,215.25,109.29,42.83,45.63,42.83,360.0,125.0,162.0,647.0,45.0,32.0,8.0,79.0,15.0,172.0,142.0,315.0,440.0,21.0,47.0,233.0,36.0,18.0,60.0,352.0,81.0,52.0,10.01,10.16,25.46,8.0,12.0,25.0,647.0,485.0,485.0,9.0,7.99,8.4,8.4,45.22,45.22,43.17,72.88,6.64,3.62,10.01,2.1,23.31,52.31,6.55,6.64,6.55,85.0,13.0,16.0,114.0,5.0,0.0,0.0,9.0,3.0,21.0,60.0,80.0,93.0,18.0,39.0,225.0,91.0,51.0,29.0,69.0,19.0,10.0,1.82,2.09,2.73,2.0,1.0,2.0,114.0,98.0,98.0,28.0,0.84,0.0,0.0,7.48,7.48,7.37
ARI,2021,ARI,ARI,Team Level,other,82,0.5,0.49,0.49,9832.0,132.22,28.55,9.66,23.88,4.34,67.22,47.34,26.29,28.55,26.29,133.0,48.0,45.0,226.0,22.0,15.0,3.0,23.0,3.0,57.0,61.0,111.0,159.0,9.0,18.0,105.0,43.0,20.0,16.0,107.0,36.0,38.0,4.21,4.42,19.92,3.0,5.0,14.0,226.0,181.0,181.0,6.0,2.73,4.99,4.99,26.29,26.29,24.9,137.37,28.92,9.33,24.78,4.56,69.23,50.17,26.47,28.92,26.47,131.0,56.0,50.0,237.0,22.0,12.0,0.0,32.0,6.0,68.0,47.0,109.0,165.0,7.0,14.0,129.0,26.0,16.0,23.0,95.0,50.0,42.0,4.03,6.61,18.28,6.0,4.0,12.0,237.0,187.0,187.0,8.0,2.74,3.21,3.21,28.44,28.44,26.23
ARI,2021,ARI,ARI,Team Level,all,82,0.42,0.43,0.43,298166.0,2120.77,196.75,147.35,487.51,69.84,1197.86,869.68,189.42,195.02,187.77,2121.0,848.0,936.0,3905.0,206.0,175.0,23.0,447.0,62.0,911.0,1168.0,1915.0,2763.0,315.0,718.0,2105.0,1847.0,548.0,796.0,2231.0,552.0,186.0,64.89,67.67,64.2,71.0,74.0,61.0,3802.69,2969.0,2910.03,428.0,32.09,35.46,35.46,193.37,191.67,187.5,2860.13,275.46,202.51,653.44,92.54,1602.2,1152.85,262.36,280.54,267.21,2910.0,1069.0,1149.0,5128.0,309.0,242.0,47.0,711.0,101.0,1258.0,1358.0,2601.0,3670.0,256.0,606.0,2349.0,1830.0,592.0,772.0,2924.0,774.0,281.0,85.86,93.79,95.81,114.0,95.0,100.0,5281.66,3979.0,4073.46,360.0,44.66,50.43,50.43,269.69,274.21,266.09
ARI,2021,ARI,ARI,Team Level,5on5,82,0.42,0.44,0.43,244696.0,1711.05,138.34,113.95,406.81,55.89,967.95,710.07,134.31,136.6,132.67,1696.0,697.0,787.0,3180.0,157.0,132.0,18.0,370.0,55.0,719.0,960.0,1539.0,2236.0,281.0,650.0,1635.0,1721.0,471.0,693.0,1833.0,448.0,112.0,53.0,54.98,30.36,61.0,65.0,31.0,3077.69,2393.0,2334.03,389.0,23.43,25.75,26.01,135.76,134.07,132.07,2235.85,188.46,150.35,533.0,72.47,1247.45,919.27,181.59,193.53,186.43,2283.0,828.0,935.0,4046.0,221.0,190.0,40.0,585.0,81.0,949.0,1085.0,2062.0,2890.0,229.0,552.0,1812.0,1717.0,508.0,671.0,2340.0,600.0,171.0,69.24,72.05,47.16,92.0,77.0,52.0,4199.66,3111.0,3205.46,327.0,31.06,40.35,40.35,179.15,183.67,180.67
ARI,2021,ARI,ARI,Team Level,4on5,82,0.08,0.1,0.11,23895.0,53.04,4.58,2.93,7.73,1.65,18.14,37.97,4.52,4.58,4.52,56.0,17.0,12.0,85.0,3.0,0.0,0.0,7.0,0.0,16.0,47.0,53.0,70.0,9.0,18.0,186.0,59.0,43.0,28.0,54.0,15.0,4.0,1.44,1.88,1.25,1.0,1.0,1.0,85.0,73.0,73.0,24.0,0.67,0.0,0.0,5.24,5.24,5.17,426.31,52.25,39.72,86.98,13.7,266.13,140.21,48.56,52.25,48.56,429.0,170.0,155.0,754.0,62.0,39.0,7.0,86.0,11.0,225.0,176.0,367.0,537.0,14.0,28.0,247.0,25.0,16.0,55.0,432.0,104.0,63.0,11.02,12.27,28.96,14.0,13.0,35.0,754.0,599.0,599.0,4.0,10.16,6.55,6.55,55.86,55.86,52.96
ARI,2021,ARI,ARI,Team Level,5on4,82,0.81,0.82,0.8,19743.0,224.47,25.29,20.81,49.09,7.95,144.56,74.3,24.3,25.29,24.3,236.0,86.0,92.0,414.0,24.0,28.0,2.0,47.0,4.0,119.0,100.0,212.0,298.0,16.0,32.0,179.0,24.0,14.0,59.0,237.0,53.0,32.0,6.25,6.38,12.65,6.0,3.0,15.0,414.0,322.0,322.0,9.0,5.26,4.73,4.47,26.07,26.07,25.36,60.6,5.85,3.09,8.67,1.81,19.39,43.19,5.74,5.85,5.74,67.0,15.0,9.0,91.0,4.0,1.0,0.0,8.0,3.0,16.0,50.0,63.0,78.0,6.0,12.0,161.0,62.0,52.0,23.0,57.0,20.0,5.0,1.57,2.86,1.42,2.0,1.0,1.0,91.0,82.0,82.0,21.0,0.71,0.32,0.32,6.24,6.24,6.22
SEA,2021,SEA,SEA,Team Level,other,82,0.4,0.55,0.55,10831.0,126.49,23.71,9.82,22.96,4.68,79.48,40.34,22.56,23.71,22.56,124.0,57.0,70.0,251.0,24.0,8.0,0.0,21.0,3.0,76.0,49.0,100.0,157.0,7.0,14.0,121.0,35.0,20.0,23.0,111.0,38.0,32.0,4.09,4.63,15.0,5.0,4.0,15.0,251.0,181.0,181.0,10.0,2.92,1.71,1.71,24.93,24.93,23.89,104.92,35.6,6.73,16.19,3.16,52.73,31.58,33.64,35.6,33.64,102.0,44.0,57.0,203.0,39.0,8.0,4.0,19.0,2.0,42.0,36.0,63.0,107.0,3.0,6.0,114.0,26.0,23.0,18.0,68.0,26.0,52.0,2.4,3.04,30.16,5.0,5.0,29.0,203.0,146.0,146.0,13.0,1.93,3.49,3.49,34.05,34.05,33.16
SEA,2021,SEA,SEA,Team Level,all,82,0.47,0.51,0.5,296989.0,2359.98,213.61,166.92,544.07,78.25,1360.34,953.81,206.77,212.9,206.08,2381.0,936.0,1111.0,4428.0,213.0,167.0,28.0,556.0,80.0,1015.0,1286.0,2168.0,3104.0,267.0,616.0,2154.0,1771.0,582.0,633.0,2502.0,612.0,203.0,71.45,74.69,67.48,83.0,66.0,64.0,4382.35,3317.0,3293.0,344.0,36.71,34.91,34.92,215.41,214.55,210.33,2373.82,243.14,164.55,541.57,78.24,1310.7,954.79,234.43,246.09,237.27,2367.0,926.0,1031.0,4324.0,284.0,198.0,45.0,571.0,84.0,956.0,1200.0,2083.0,3009.0,262.0,608.0,2365.0,1888.0,523.0,669.0,2402.0,647.0,244.0,69.1,79.11,94.93,84.0,95.0,105.0,4404.59,3293.0,3348.23,362.0,36.16,49.4,49.4,229.9,232.75,228.33
SEA,2021,SEA,SEA,Team Level,5on5,82,0.48,0.51,0.5,245104.0,1871.75,147.82,126.8,444.55,61.34,1077.16,778.32,144.28,147.11,143.58,1884.0,752.0,903.0,3539.0,152.0,121.0,18.0,458.0,67.0,780.0,1058.0,1732.0,2484.0,241.0,557.0,1685.0,1622.0,506.0,547.0,2037.0,488.0,111.0,58.7,59.72,29.4,70.0,59.0,23.0,3493.35,2636.0,2612.0,312.0,26.08,23.79,24.02,149.88,149.02,146.87,1891.98,162.5,125.83,451.0,62.45,1041.05,779.16,157.34,165.45,160.19,1880.0,742.0,833.0,3455.0,189.0,152.0,26.0,484.0,68.0,745.0,984.0,1691.0,2433.0,230.0,541.0,1844.0,1775.0,442.0,579.0,1968.0,511.0,143.0,57.84,62.71,41.97,67.0,75.0,47.0,3535.59,2622.0,2677.23,318.0,26.06,32.97,33.0,155.56,158.41,156.01
SEA,2021,SEA,SEA,Team Level,4on5,82,0.15,0.12,0.14,19982.0,54.91,6.91,2.95,7.4,1.6,16.49,36.65,6.51,6.91,6.51,62.0,10.0,10.0,82.0,8.0,5.0,3.0,3.0,1.0,10.0,45.0,54.0,64.0,8.0,23.0,164.0,78.0,40.0,18.0,43.0,16.0,13.0,1.31,2.03,3.58,4.0,0.0,4.0,82.0,72.0,72.0,16.0,0.68,1.33,1.33,6.26,6.26,6.21,321.56,40.27,29.28,67.16,11.07,199.62,103.6,38.71,40.27,38.71,325.0,126.0,131.0,582.0,51.0,37.0,15.0,59.0,13.0,161.0,130.0,274.0,400.0,14.0,31.0,223.0,21.0,16.0,45.0,314.0,93.0,44.0,7.65,11.15,21.46,10.0,13.0,28.0,582.0,451.0,451.0,5.0,7.56,12.83,12.79,35.04,35.04,33.92
SEA,2021,SEA,SEA,Team Level,5on4,82,0.88,0.87,0.85,21072.0,306.83,35.17,27.35,69.15,10.63,187.22,98.49,33.42,35.17,33.42,311.0,117.0,128.0,556.0,29.0,33.0,7.0,74.0,9.0,149.0,134.0,282.0,399.0,11.0,22.0,184.0,36.0,16.0,45.0,311.0,70.0,47.0,7.35,8.32,19.5,4.0,3.0,22.0,556.0,428.0,428.0,6.0,7.03,8.09,7.86,34.34,34.34,33.36,55.36,4.76,2.7,7.22,1.56,17.3,40.46,4.74,4.76,4.74,60.0,14.0,10.0,84.0,5.0,1.0,0.0,9.0,1.0,8.0,50.0,55.0,69.0,15.0,30.0,184.0,66.0,42.0,27.0,52.0,17.0,5.0,1.21,2.21,1.34,2.0,2.0,1.0,84.0,74.0,74.0,26.0,0.62,0.12,0.12,5.25,5.25,5.24
